Gene	probe_description	biotin.WT.01@1	biotin.bio101@4	biotin.WT.B1@2	biotin.bio1B1@3	biotin.WT.02@1	biotin.bio102@4	biotin.WT.B2@2	biotin.bio1B2@3
18304_s_at	MAP kinase (ATMPK6)	7.212909079	6.527642219	7.100273504	7.153433355	7.394241892	7.044959316	7.053454593	6.894336629
18305_at	dynamin-like protein	6.263078259	5.852448268	5.90305582	6.03741146	5.827086064	5.979314696	5.660117386	5.769133018
18306_at	A.thaliana CH42 gene (wild type).	8.732222699	8.749788445	8.526381192	8.862491212	9.227237642	8.897779023	8.888284411	8.871752213
18307_at	Hypothetical protein	4.926194859	4.893298224	4.910513741	5.06010689	5.023492438	5.000651366	4.980406459	4.946451361
18308_i_at	putative protein phosphatase 2C	6.432687851	5.923438006	6.026463297	6.153203977	6.318337832	5.790184167	5.892947091	5.959123582
18309_s_at	putative protein phosphatase 2C	6.565035456	6.57195493	6.575522113	6.641187266	6.901679402	6.327785303	6.60982493	6.49617906
18310_at	Strong similarity to amino-cyclopropane-carboxylic acid oxidase gb|L27664 from Brassica napus.  ESTs gb|Z48548 and gb|Z48549 come from this gene.	5.662270404	5.940266326	5.486957346	5.596463121	5.797150435	5.301515304	5.622496057	5.412743162
18311_at	"Arabidopsis thaliana putative pectin methylesterase (ATPME2) gene, partial cds, and (ATPME1) gene, complete cds."	8.682175744	7.275987094	7.990283946	7.774734114	7.362826193	7.200737717	7.279310754	7.480418827
18312_s_at	"A.thaliana mRNA for peroxidase, prxr8."	4.991713701	4.354228099	5.466046599	5.408610682	4.720313768	4.385403174	4.898580015	5.576591922
18313_at	similar to NAC2-like protein emb|CAB62457.1	6.558315837	6.798494468	6.81359548	6.843242223	6.586963876	6.65875514	6.49273709	7.072952203
18314_i_at	putative beta-glucosidase	6.886686841	7.527840174	7.046793764	7.736696148	7.506502716	7.608903342	7.401705641	7.639118019
18315_s_at	putative beta-glucosidase	7.679069209	8.472452924	7.739700939	8.347751285	8.306096857	8.3112381	8.310636377	8.39907697
18316_at	"Arabidopsis thaliana DNA, 40 kb surrounding ACS1 locus."	7.195744054	6.511967288	6.908095402	6.768171596	6.769542969	6.151600289	6.393239891	6.588507568
18317_at	"Arabidopsis thaliana gene for beta-VPE, complete cds."	4.350929401	4.63448471	4.340258586	4.23003803	4.380267803	4.416543873	4.136550059	4.407653475
18318_at	Zinc-dependent Activator Protein-1 (ZAP1)	6.484000073	6.62696753	6.519008985	6.399165375	6.321420877	6.304408213	5.877922597	6.59331968
18319_g_at	Zinc-dependent Activator Protein-1 (ZAP1)	5.757685588	5.897019501	5.825167396	5.807755596	5.634845709	5.657151523	5.533645323	5.896930666
18320_s_at	A.thaliana (clone GBGe184) mRNA for exopolygalacturonase.	4.492108704	4.414289928	4.386437246	4.359648817	4.59722569	4.38633343	4.272445704	4.647474942
18321_at	heat shock transcription factor like protein	4.617279758	4.633109638	4.685437108	4.534584227	4.847660345	4.630503745	4.51539515	4.725150762
18323_at	"Arabidopsis thaliana chromosome II BAC F10A12 genomic sequence, complete sequence."	6.227165606	6.009675971	6.010745633	5.971159223	6.118091706	6.15345005	5.610538003	5.879817088
18324_at	putative cytochrome P450	4.740424156	4.495136657	4.574924736	4.588169926	4.665754274	4.608589724	4.429610083	4.665674002
18325_at	Strong similarity to Arabidopsis oligopeptide transporter (gb|X77503).	5.986404575	6.134735982	5.896225447	5.908016805	5.941245539	6.107316309	5.858573505	5.868544969
18327_at	"Arabidopsis thaliana chromosome II BAC T6B13 genomic sequence, complete sequence."	5.980008783	5.483244354	5.677711946	5.659983118	5.489320354	5.384338511	5.361025004	5.491582163
18328_at	A.thaliana STP4 mRNA.	7.568525043	6.866540623	7.047062246	6.676620112	7.119846274	7.134232032	6.623466086	6.625486897
18329_at	putative pectinesterase	5.763508011	5.838593608	5.842080589	5.815714538	5.793618286	5.788469689	5.827693172	5.964387295
18330_at	acyl-CoA synthetase-like protein	9.072095912	8.462348947	8.848784845	8.421724011	8.606297684	8.704727115	8.143981509	8.339627025
18331_s_at	"contains similarity to the conserved C-terminal domain of helicases (Pfam: helicase_C.hmm, score: 90.11), similar to DEAD-box h; coded for by A. thaliana cDNA T04475; coded for by A. thaliana cDNA T46031"	7.749601888	7.695955739	7.884246818	8.288714694	8.393605375	8.007320477	7.845536551	8.094356998
18332_at	putative malonyl-CoA decarboxylase	5.427418935	5.679820462	5.454146366	5.538938792	5.602514478	5.633345689	5.641971924	5.72696661
18333_at	putative inhibitor of apoptosis	3.993355753	3.896941671	3.958709728	3.965978024	4.259090937	4.020148165	3.909535475	3.927536055
18334_at	hypothetical protein	3.912283413	3.985535628	4.044408583	4.071039334	4.20975487	4.25474869	4.21917476	4.149468011
18335_at	Arabidopsis thaliana BAC T15F16.	4.707613253	5.533753037	5.129173975	5.084527094	5.16359302	5.455362724	5.311277937	5.138037095
18336_at	contains similarity to copper-binding proteins	5.639371628	5.734810913	5.899671618	5.934764083	5.714920199	5.671082938	5.960495944	5.962979137
18337_at	putative translation initiation factor IF-2	5.217603455	5.687106314	5.558649778	5.589368249	5.976184077	5.863803383	5.717467288	5.525622936
18338_at	contains similarity to Arabidopsis thaliana retrotransposon Ta11-1 (GB:L47193)	4.643067586	4.848298463	5.079481933	4.776010693	4.969529639	4.992926542	5.000244181	4.687474763
18339_at	similar to Medicago truncatula  MtN21 (GB:Y15293)	5.284054701	6.152879231	5.843621295	5.778075694	5.609148488	5.905532005	5.769868831	5.480651848
18340_at	"contains similarity to two Arabidopsis thaliana hypothetical proteins, which have similarity to retrotransposon Athila (GB:AF076275 and X81801)"	4.014798601	4.19637634	4.487455811	4.239359127	4.35916256	4.257419003	4.37223776	4.071023935
18341_at	hypothetical protein	4.062072613	4.138476778	4.365960399	4.160861087	4.367270966	4.300362976	4.419695908	4.048359284
18342_at	pherophorin - like protein	5.504573413	5.491699532	5.947520166	5.827888917	5.943843003	5.685362382	6.002247982	5.711909625
18343_at	hypothetical protein	5.395273906	5.270042862	5.419631201	5.282315358	5.699506022	5.255203428	5.655319091	5.144502611
18344_at	putative protein	5.799794447	6.423041928	6.306801612	6.236874175	6.278659721	6.139378473	6.696967372	6.196460741
18345_at	hypothetical protein	5.347766418	5.634969195	5.722274416	5.29455917	5.333736987	5.464918332	5.830982565	5.423695029
18346_at	putative protein	5.854350702	6.552188171	6.376967711	6.365347482	6.386584589	6.66230673	6.495714531	6.237792108
18347_s_at	putative protein	4.91542039	5.103970198	5.171530475	4.961208616	4.874684044	4.969496555	5.401195216	4.849619558
18348_at	putative protein	6.412984958	6.923770987	6.652694296	6.430898506	6.367609712	6.647325843	6.886478149	6.323113791
18349_at	hypothetical protein	4.831124531	5.044442978	5.112561653	4.8283302	4.78203207	5.011763823	5.321678791	4.645720689
18350_at	putative protein	5.300148265	5.602117557	5.658288061	5.41934554	5.34298913	5.657676084	6.09916524	5.516356897
18351_at	putative protein	7.804603573	6.550119975	6.984487412	6.750011679	6.460065593	6.472366737	7.066612887	6.699902841
18352_at	putative protein	4.508459437	4.555899913	4.573609143	4.540821626	4.329990201	4.484357884	4.959468124	4.39644114
18353_at	putative protein	6.312907501	6.374011707	6.34367337	6.212223024	6.259906217	6.28501386	6.861835738	6.308431174
18354_at	hypothetical protein	6.150403211	6.102437464	6.275596989	6.270937042	6.157642249	6.001618966	6.90177128	5.963926541
18355_at	putative protein	5.215518196	5.538109942	5.452221024	5.364035722	5.2068373	5.496849955	6.053893379	5.412160351
18356_at	putative protein	4.605272558	4.847470359	4.797829087	4.629837347	4.490123844	4.853380563	5.344726031	4.720834117
18357_at	putative protein	4.63404706	4.862970519	4.86417496	4.740428511	4.431011084	4.795594871	5.486011073	4.693585489
18358_at	putative protein	4.33749721	4.678145196	4.59366336	4.567530983	4.165932574	4.554428984	5.41468795	4.309839246
18359_at	putative protein	4.668682539	5.303216092	5.064975858	5.05317705	4.747398718	5.093474702	5.793782727	4.863939014
18360_at	transcription factor-like protein	4.822604855	5.171971239	5.228681413	5.044896704	4.628516632	5.072832548	5.999595291	5.11111033
18361_at	putative protein	4.792693509	4.993028514	4.954698841	4.758270617	4.377889012	5.023951057	5.817480866	4.75973358
18362_at	putative protein	5.170454564	5.120616075	5.356299111	5.352205498	4.654536717	5.401095777	6.024412338	5.080989097
18363_at	putative protein	5.265829438	5.469557862	5.245587838	5.32385376	4.836360966	5.46126053	5.657935578	5.387819081
18364_at	"Arabidopsis thaliana (clone DW15) zinc-finger protein gene and reverse transcriptase gene, complete cds."	4.359143021	4.327119946	4.36292722	4.366013753	4.23285645	4.253915847	4.231036459	4.344444007
18365_s_at	A. thaliana 7SL RNA gene.	6.001861232	6.522630499	6.008734656	6.009782502	6.028927214	6.252625423	6.22628864	6.163882372
18366_at	A.thaliana rolA gene (10null1-1).	4.281359794	4.386358422	4.543118495	4.437767264	4.389693247	4.451153224	4.429674693	4.490620091
18367_at	hypothetical protein	5.629548688	5.6883477	5.961018407	5.964618745	5.883993431	5.913732967	5.912002651	5.897758331
18368_at	hypothetical protein	4.479153235	4.602898311	4.748741877	4.720934588	4.975509874	4.781758195	4.801997167	4.646677773
18369_at	salt-inducible protein homolog	5.550798392	6.274685218	5.965551905	6.086164997	6.594486617	6.252368889	6.157189301	6.094154877
18370_at	hypothetical protein	4.226507418	4.411166273	4.605305239	4.39107221	4.64957487	4.362341158	4.619344061	4.303022487
18371_at	DNA-binding protein homolog	5.033379997	5.027547064	5.472073309	5.306827509	5.329966397	5.136750747	5.333086313	5.076841673
18372_at	putative protein	4.714726129	4.65436644	4.794480851	4.760945231	4.898742744	4.442875413	4.58027842	4.520419945
18373_at	"Arabidopsis thaliana chromosome II BAC T28I24 genomic sequence, complete sequence."	4.050135484	4.354802424	4.634955799	4.476653452	4.577249923	4.536631564	4.746703235	4.358272291
18374_at	putative AAA-type ATPase	3.899219946	4.103049783	4.001084203	4.040136768	4.250175103	4.250348422	4.335179531	3.915936769
18375_at	"Sequence of BAC F21M12 from Arabidopsis thaliana chromosome 1, complete sequence."	4.35520824	4.644390488	4.849583567	4.710466465	4.635963098	4.69497004	5.109676862	4.596863102
18376_at	"unknown protein;  similar to ESTs gb|AI993766.1, gb|H74776.1, gb|H36893.1, dbj|AV441296.1, and gb|AI997695.1"	4.414660536	4.877298994	4.787718974	4.697557224	4.812005477	4.771371562	5.048928448	4.532003637
18377_at	"unknown protein;  similar to ESTs dbj|AV441883.1, dbj|AV439852.1, and dbj|Av563499.1"	4.116754371	4.352667022	4.421714202	4.052052222	4.324249297	4.398230191	4.652392	4.117846197
18378_at	Hypothetical protein	4.668039089	4.841102176	5.284863643	4.771466217	4.549574074	4.853482101	5.27409235	4.625418158
18379_at	"Genomic sequence for Arabidopsis thaliana BAC F20N2, complete sequence."	4.056066815	4.654850812	4.684546327	4.446195396	4.475424256	4.399865045	4.847002713	4.470291459
18380_s_at	"Arabidopsis thaliana complete chromosome II, complete sequence."	4.606916559	5.048696022	5.152238558	4.748962561	4.747243232	4.890715453	5.359970511	4.690713376
18381_at	unknown protein	4.11059304	4.31287113	4.355569268	4.167925166	3.925955598	4.237575652	4.58314944	4.009681007
18383_at	Similar to Synechocystis integral membrane protein (gb|D64002).	4.520441764	4.819102714	4.803041204	4.754955893	4.47030259	4.762741061	5.297300924	4.569243157
18384_at	putative AT-hook DNA-binding protein	4.957839229	5.202560403	5.604196558	5.375798703	5.073601521	4.933085368	5.758976111	5.213824615
18385_at	hypothetical protein	5.330184089	5.887199449	5.684911725	5.401383578	5.183545029	5.629750907	6.373360384	5.542634121
18386_at	putative TGACG-sequence-specific bZIP DNA-binding protein	4.831816472	5.022713204	4.810099407	4.748551642	4.692317154	4.988633246	5.494420622	4.772238244
18387_at	Contains similarity to adenylate cyclase gb|AF012921 from Magnaporthe grisae.  EST gb|Z24512 comes from this gene.	4.791860134	4.852906475	4.928197743	4.689702788	4.463213248	4.617510892	5.255981499	4.627760857
18388_at	putative Ta11-like non-LTR retroelement protein	4.208709006	4.646049095	4.47569287	4.244379922	3.974374085	4.515012867	5.206562089	4.287397138
18389_at	hypothetical protein	4.917434573	5.472089592	5.228989975	4.797755655	4.755594818	5.148350957	5.850646746	4.845454084
18390_at	hypothetical protein	4.552081415	5.002381097	4.729340529	4.61574879	4.36811578	4.674107039	5.495777399	4.707883234
18391_s_at	"Arabidopsis thaliana complete chromosome II, complete sequence."	4.945564957	5.433914533	5.389175645	5.048774558	4.75305034	5.253693298	6.143949889	5.209520613
18392_at	Contains similarity to membrane associated salt-inducible protein gb|AF007269 from A. thaliana.	4.678357674	4.998786959	4.880911953	4.655155421	4.429184771	4.85548557	5.751378042	4.684451863
18393_at	hypothetical protein	4.537190518	4.769997203	4.699187227	4.565247129	4.148493382	4.702919623	5.585942775	4.530375527
18394_at	hypothetical protein	4.566374123	4.705868142	4.582233827	4.695579589	4.247934093	4.86617293	5.586465356	4.439159332
18395_at	hypothetical protein	4.648261248	4.812341092	4.788099292	4.701821388	4.518354047	4.87086521	5.603722336	4.550008172
18396_at	unknown protein	4.861032377	4.948618079	4.785941921	4.999495977	5.066886394	4.920518244	4.937639867	4.931109561
18397_at	putative sugar nucleotide phosphorylase	4.377597622	4.321050814	4.483911076	4.422086067	4.423387658	4.295356515	4.356312942	4.444996208
18398_at	hypothetical protein	4.06874254	4.243832488	4.245876623	4.428831589	4.457338252	4.454397514	4.722324121	4.356546348
18399_at	Contains similarity to hypothetical protein gb|Z97343 from A. thaliana.	4.25930428	4.351039342	4.381712348	4.405260625	4.729381074	4.484782214	4.44413199	4.374233968
18400_s_at	hypothetical protein	4.277912775	4.436304017	4.397042462	4.544494814	4.873478656	4.524942526	4.494283997	4.481740075
18401_at	3-beta-hydroxysteroid dehydrogenase	5.064092045	5.384524173	5.444988008	5.458556409	5.883363064	5.32076063	5.566972203	5.311797149
18402_at	unknown protein	6.328571989	6.423697478	6.6358517	6.453756043	6.542257615	6.417060096	6.721805107	6.526244093
18403_at	EYA-like protein	5.41847972	5.777720818	6.020603446	5.534616478	5.820711394	5.617858257	5.650311516	5.508822075
18404_at	hypothetical protein	5.402072948	5.651285126	5.75162897	5.491697825	5.615143919	5.691206081	5.651393826	5.476236459
18405_s_at	hypothetical protein	4.226255259	4.388969764	4.575393147	4.394505892	4.802405327	4.441911641	4.603227815	4.261990392
18406_at	hypothetical protein	3.906783808	4.122442386	4.240555341	3.982556711	4.660808002	4.206150388	4.344772447	4.044586388
18407_at	hypothetical protein	5.553411639	5.828211885	5.809046536	5.656214641	6.044388917	5.903342085	6.277610168	5.649992825
18408_s_at	putative ubiquitin-like protein	4.516566692	4.994498837	4.946409601	4.686334112	4.956801579	5.029818116	5.463516495	4.739774199
18409_at	F15K9.14	5.962768938	6.357403715	6.237297387	6.106836457	6.333726949	6.319011239	6.510063537	5.972958918
18410_at	unknown protein	4.465889315	4.405641649	4.94658048	4.392037323	4.680624458	4.517195015	4.890131475	4.460249645
18411_at	hypothetical protein	6.221072722	6.378282363	6.237595459	6.166138538	6.234844221	6.092949666	6.611010493	6.180610829
18412_at	Hypothetical protein	4.404160745	4.569100429	4.725367232	4.430767232	4.367235146	4.646948896	4.976054281	4.409793927
18414_s_at	hypothetical protein	4.957308922	5.329388196	5.266821224	5.056292621	5.004056004	5.259862787	5.813562062	5.040387453
18415_s_at	(May be a pseudogene.)	5.737683074	5.924880477	5.94296716	5.90656797	5.753748991	5.781443802	6.162325783	5.816680266
18416_at	hypothetical protein	7.356203092	7.569850183	7.521825725	7.431181051	7.32291422	7.526633668	7.845613112	7.301441943
18417_at	hypothetical protein	6.454260491	6.880046469	6.721716316	6.470211118	6.278073616	6.595270476	7.307526826	6.566437542
18418_at	F5O8.37	4.459828202	4.815250792	4.707737278	4.420058125	4.250697162	4.787758334	5.223107564	4.480817404
18419_at	putative transcription elongation factor S-II	4.691485218	5.016411995	4.971032595	4.771128936	4.466817816	4.810049146	5.660047329	4.893420255
18420_at	hypothetical protein	6.237780819	6.540998367	6.64708433	6.557221294	6.120757037	6.327178009	7.147591544	6.280147064
18421_at	putative microtubule-associated protein	5.35736847	4.992772845	5.760869413	5.641940063	5.205218597	5.279358363	5.796337289	5.154145479
18422_at	hypothetical protein	4.706827426	5.26236431	5.150182167	4.93721971	4.560599224	5.058692737	6.005724498	4.826277426
18423_at	Putative acyl-CoA:1-acylglycerol-3-phosphate	4.801171643	5.178720738	5.071107003	4.770850703	4.598019077	5.12218738	5.940790007	4.896803953
18424_at	hypothetical protein	4.09521018	4.621070925	4.396871947	4.143193301	3.843891562	4.378396801	5.204194856	4.133481883
18425_s_at	"Arabidopsis thaliana chromosome II BAC F5H14 genomic sequence, complete sequence."	5.563736528	5.81202878	5.707624581	5.695014786	5.408316741	5.760902521	6.599787803	5.586079284
18426_at	hypothetical protein	4.587076473	4.752735378	4.874859679	4.622597395	4.361240708	4.719071767	5.594530791	4.536559476
18427_at	serine/threonine protein kinase like protein	4.482474519	4.722562798	4.864585928	4.771828629	4.65759564	4.575521441	4.627333682	4.635282743
18428_at	putative protein	5.080963396	4.932878482	5.156307169	5.101948863	4.927301717	4.919080905	5.1633112	5.081984428
18429_at	putative fizzy-related protein	4.319607234	4.662837788	4.44337531	4.481698272	4.414549082	4.56925442	4.511133989	4.520778525
18430_at	putative protein	4.351657035	4.696681419	4.612309026	4.438299046	4.360111174	4.389973152	4.430906973	4.327585408
18431_at	putative receptor kinase	5.444736086	5.393942711	5.929537329	5.817269631	5.409137793	5.489143976	5.615140522	5.649820116
18432_at	putative protein	4.330156894	4.551538543	4.308674008	4.312437454	4.335756474	4.51512649	4.41386703	4.279791618
18434_at	"A.thaliana gene encording myb homologue, complete cds."	4.559491142	4.834978612	4.778840727	4.678070144	4.521217828	4.730637343	4.841452521	4.599306308
18435_at	A.thaliana genes encoding glycine-rich proteins.	4.992705712	5.17210237	5.097007538	5.025620124	5.053143207	5.194251859	5.355617731	5.092310075
18436_at	AMP-binding protein	5.630842495	5.803723804	5.722396949	5.693349497	5.72748372	5.842270305	5.81645142	5.512152805
18437_at	disease resistance RPP5 like protein (fragment)	4.389491678	4.708334512	4.559496691	4.650648906	4.517210375	4.78391902	5.040909749	4.603433108
18438_at	putative protein	4.109846548	4.317993358	4.214027551	4.341143839	4.086866348	4.282182168	4.547904121	4.16045279
18439_s_at	"A.thaliana mRNA for unknown protein, ORF02."	8.134557271	7.704805202	8.399283048	8.49816332	8.401321772	8.299109354	8.410184132	8.021620504
18440_at	similar to serine carboxypeptidases	4.357118503	4.421935007	4.436230036	4.45887301	4.321105913	4.483347266	4.814351461	4.264536832
18441_s_at	"Arabidopsis thaliana complete chromosome II, complete sequence."	5.020573777	4.618170855	5.587136484	5.695940318	4.568976693	4.789278689	5.118874062	5.171387076
18442_at	putative RNA-binding protein	4.708149427	5.229038714	4.650734028	4.846606356	4.717949505	4.885605916	5.057630298	4.579875659
18443_at	homeodomain transcription factor (AGL30)	4.116414601	4.230994412	4.132317303	4.403418342	4.165264796	4.357783304	4.537826664	3.994664221
18444_at	hypothetical protein	4.426022096	4.941006061	4.817880589	4.954342212	4.760127022	5.011046842	5.174233613	4.689568023
18445_at	putative glucosyltransferase	4.855833519	4.726370263	5.206379777	5.044351143	4.566880657	4.806299552	4.845410973	4.573057756
18446_at	putative chloroplast nucleoid DNA-binding protein	4.75515345	5.057996281	4.977627359	5.125515127	4.808391186	5.121591317	5.559055829	4.941867543
18447_at	putative laccase (diphenol oxidase)	4.550549396	4.777299111	4.836402368	4.856069726	4.39337954	4.884668058	5.036713111	4.556732792
18448_at	hypothetical protein	4.018824503	4.26002492	4.145002665	4.239300599	4.02844883	4.46863127	4.699336055	4.077267473
18449_at	Similar to gb|X98322 peroxidase (prxr10) from Arabidopsis thaliana.	4.116151382	3.905454169	4.021818043	4.113128065	3.683001801	4.194874723	4.377157007	3.889794968
18450_at	putative bifunctional nuclease	5.032095194	5.172234027	5.035572217	5.346619431	4.831687437	5.310193022	5.553332228	4.859096291
18451_s_at	"pathogenesis-related protein 1 precursor, 18.9K"	4.897326099	5.008821716	4.97642293	4.916678408	5.020863089	4.846381028	5.175472927	5.23196855
18452_at	Strong similarity to Zea mays retrotransposon Hopscotch polyprotein (gb|U12626).	4.179671689	4.139714411	4.10121101	4.134099232	4.278605438	3.97920897	4.099905343	4.419758488
18453_at	predicted transposon protein	4.569028373	4.65538565	4.800260942	4.582722496	4.650907332	4.549342621	4.740668873	4.843562793
18454_g_at	predicted transposon protein	3.994509021	4.091040185	4.234406644	3.952573906	4.133194131	3.980686385	4.065236355	4.226176961
18455_at	putative protein kinase	4.247801045	4.426088851	4.401514574	4.334074917	4.554249632	4.195605119	4.349010977	4.421348604
18457_at	putative selenium-binding protein	3.917969305	3.995364884	3.95846857	3.865343857	4.072909374	4.07579499	4.112954265	4.150089637
18459_at	putative serine/threonine protein kinase	4.660556713	4.861233291	4.81683313	4.836708172	4.825719372	4.690923591	4.872703657	4.926713679
18460_at	putative protein	4.183985505	4.163407396	4.277369329	4.280492936	4.140583588	4.205865247	4.315848295	4.255158066
18461_at	serine-type carboxypeptidase like protein	4.154029635	4.252773402	4.125129871	4.174747587	4.106534786	4.24834718	4.198308339	4.198408274
18462_at	putative protein	4.512015996	4.580189345	4.859419841	4.719884274	4.757503513	4.637283947	4.769419162	4.694015958
18463_s_at	"Arabidopsis thaliana thioredoxin h (TRX1) gene, complete cds."	5.601337769	6.098109119	5.767002095	5.706883811	5.557059584	5.6412544	5.764017849	5.655959621
18464_at	"Arabidopsis thaliana complete chromosome II, complete sequence."	4.647055895	4.828679064	5.046491849	4.90162527	4.827776845	4.835267263	5.00450913	4.920083363
18465_s_at	putative glucan synthase component	5.316710803	4.944929933	5.288460886	5.392850134	5.247165024	5.315934149	5.215032853	5.105864115
18466_at	putative reverse transcriptase (gi|3461840)	5.154806826	5.323418553	5.479984389	5.461869471	5.269673516	5.370348017	5.473088121	5.349396177
18467_at	"Highly similar to UDPG glucosyltransferase; Highly similar to Solanum berthaultii AUDPG glucosyltransferase, gb|AB62270"	5.040952306	5.321135109	5.28988771	5.152368418	5.040545604	5.151159822	5.393784428	5.213827474
18468_at	unknown protein	4.343278493	4.423205714	4.526393153	4.474419708	4.331319504	4.537423014	4.693056645	4.411231962
18469_at	Similar to gb|AJ012423 wall-associated kinase 2 from Arabidopsis thaliana.	4.438526945	4.238106532	4.36097122	4.386871169	4.4427257	4.522948648	4.603443359	4.316204929
18470_at	putative cyclophilin-type peptidyl-prolyl cis-trans isomerase	4.657800833	4.908907343	4.738519167	4.711309471	4.805056936	4.826819892	4.808577932	4.767992499
18471_at	putative glucosyltransferase	5.012302661	5.756917789	5.159141899	5.153770556	5.14016489	5.467372934	5.366663146	5.133082745
18472_at	putative protein kinase	4.843711884	4.984006074	5.234787206	5.203180049	4.92558502	5.137777488	5.376054473	4.996668809
18473_at	putative homeodomain transcription factor	4.266326756	4.403955343	4.384795021	4.367313978	4.321334958	4.66277324	4.705328822	4.364185197
18474_at	putative retroelement pol polyprotein	4.3871467	4.676020245	4.313654977	4.431837203	4.35244839	4.849163792	4.779084582	4.37771766
18475_at	putative homeodomain transcription factor	6.189758264	6.639559819	6.716115286	6.95006959	6.728018867	6.822181491	7.04168392	6.609289642
18476_at	putative serpin	4.586941963	4.827438555	4.810094827	4.866513657	4.522326984	4.784266242	5.094575441	4.627544179
18477_at	putative protein transport protein SEC23	5.052657911	4.980317476	5.123209427	5.243303098	4.985588603	5.312042654	5.553829523	5.023171116
18478_at	putative protein kinase	4.716291835	4.80825868	4.90928	4.97725813	4.781050956	5.13632593	5.398662996	4.705488373
18479_at	"Arabidopsis thaliana putative transcription factor (MYB10) mRNA, partial cds."	4.416747334	4.848791018	4.452153648	4.548331042	4.534787842	4.91662007	4.976356654	4.390673687
18480_at	putative disease resistance protein	4.380657516	4.475344452	4.496597161	4.550316763	4.250336505	4.642345606	4.884269805	4.383167732
18481_at	putative protein	4.243349215	4.35426707	4.394732965	4.517027415	4.251336185	4.550429478	4.922790961	4.377305389
18482_at	putative serine/threonine kinase	5.148990523	5.080157336	5.074796033	5.491698459	4.771594155	5.122108035	5.64843227	5.025542676
18483_at	putative protein	4.76841593	4.965338796	4.923486436	5.113030249	4.671290361	5.211745281	5.528627479	4.785359182
18484_at	squalene epoxidase-like protein	8.158743068	7.534568576	7.968334603	7.909654235	7.837525318	7.647869821	7.983483487	7.824968557
18485_at	putative protein	4.280712011	4.246021002	4.289633131	4.106954536	4.349416924	4.092669465	4.320641206	4.457854456
18486_at	pathogenesis-related protein homolog	5.048356719	5.116246964	5.325884008	5.270949104	5.116050377	4.911748244	5.162979881	5.424340737
18487_at	"Arabidopsis thaliana beta subunit of protein farnesyl transferase mRNA, partial cds."	6.091895688	6.392523968	6.105596445	5.99524757	6.073048889	6.050459107	5.774276409	6.193010584
18488_g_at	"Arabidopsis thaliana beta subunit of protein farnesyl transferase mRNA, partial cds."	4.377818884	4.429021385	4.522467113	4.36563509	4.699437256	4.383399285	4.429115355	4.623532171
18489_at	"Arabidopsis thaliana DNA, 40 kb surrounding ACS1 locus."	4.172005482	4.17680784	4.2229521	4.134210058	4.252190578	4.153606784	4.387490003	4.263452931
18490_at	Similar to serine/threonine kinase gb|Y12531 from Brassica oleracea.	4.190131364	4.223378208	4.282507316	4.185443706	4.302010842	4.264412853	4.289864885	4.382923855
18491_at	Similar to Synechocystis antiviral protein (gb|D90917).	5.033859017	4.794914175	4.883969353	4.691437919	5.027001602	4.818730454	4.721091977	4.875762697
18492_at	putative UDO-GlcNAc:dolichol phosphate N-acetylglucosamine-1-phosphate transferase	5.282800613	5.428750427	5.359587935	5.167702006	5.301454576	5.405991076	5.501090342	5.607932366
18493_at	"Hypothetical protein; Similar to Saccharomyces cerevisiae probable membrane protein YLR106c, gi|1360494"	4.433956508	4.286165548	4.452912149	4.40874844	4.289805174	4.469265485	4.352355217	4.416260206
18494_at	Similar to gb|Y15008 M79 protein (MADS box) from oryza sativa and contains SRF transcription factor domain PF|00319.	4.300397461	4.480616445	4.480408999	4.28166769	4.455542539	4.416938627	4.54205011	4.440384307
18495_at	Strong similarity to gb|U04968 nucleotide excision repair protein (ERCC2) from Cricetulus grisseus.	4.349011353	4.523757484	4.435878016	4.454420198	4.470647983	4.452827959	4.535500573	4.505055094
18496_at	SNF2/RAD54 family (RAD26 subfamily) transcription-repair coupling factor	4.241695067	4.383366562	4.395041953	4.314406388	4.338833631	4.409054481	4.483080461	4.377120447
18497_at	70kD heat shock protein	5.344586422	5.145471559	5.224325084	5.102214035	5.167166452	5.109054487	5.269483509	5.153058616
18498_at	>F3O9.28	4.578202048	4.708562765	4.732682263	4.628499338	4.714461329	4.854660632	5.013536452	4.723868253
18499_at	putative purple acid phosphatase precursor	4.32291245	4.336833372	4.343562296	4.317317973	4.331681621	4.302051551	4.446908909	4.292070312
18500_at	Similar to gb|L26291 clathrin-associated protein unc-101 from Caenorhabditis elegans and is a member of the PF|00928 Adapter complexes medium subunit family.	4.068341356	4.310502922	4.238246018	4.179595301	4.179302596	4.384021717	4.384428812	4.125514564
18501_at	"Arabidopsis thaliana Atmyb103 (MYB103) gene, complete cds."	4.735773232	4.914542474	4.961307079	4.875922469	4.870462168	4.991549341	5.097713167	4.962098712
18502_at	"Arabidopsis thaliana putative transcription factor (MYB40) mRNA, partial cds."	4.082502366	4.194515339	4.085292752	4.112554413	4.087368847	4.224793076	4.411920915	4.109022884
18503_at	bHLH protein-like	4.131243099	4.418998747	4.185406364	4.478158407	4.305527777	4.479232458	4.533329557	4.415805742
18504_at	"receptor-kinase isolog, 5' partial; 115640-113643"	5.767459379	5.775134273	6.121221344	6.18436445	5.857051271	5.913377733	6.187455587	5.957157321
